timestamp,total,for_sale,for_rent,sale_under_300k,sale_under_600k,sale_under_1m,rent_under_1800,rent_under_2200,rent_under_3000,median_sale,median_rent,new_today
2026-08-11T19:42:59Z,1687,1061,626,71,262,530,26,83,227,1015000,3800,18
2026-08-11T19:43:41Z,1687,1061,626,71,262,530,26,83,227,1015000,3800,18
2026-08-11T22:41:13Z,1692,1064,628,71,263,533,26,84,230,1000000,3800,24
2026-08-11T22:41:51Z,1692,1064,628,71,263,533,26,84,230,1000000,3800,24
2026-08-12T01:43:40Z,1693,1065,628,71,263,534,25,83,229,1000000,3800,27
2026-08-12T01:44:12Z,1693,1065,628,71,263,534,25,83,229,1000000,3800,27
2026-08-12T02:47:43Z,1693,1065,628,71,263,534,25,83,229,1000000,3800,27
2026-08-12T04:43:26Z,1695,1066,629,71,263,535,24,83,229,1000000,3800,4
2026-08-12T04:43:58Z,1695,1066,629,71,263,535,24,83,229,1000000,3800,4
2026-08-12T07:40:22Z,1695,1065,630,71,262,534,24,83,230,1000000,3800,5
2026-08-12T07:40:54Z,1695,1065,630,71,262,534,24,83,230,1000000,3800,5
2026-08-12T10:41:06Z,1695,1065,630,71,262,534,24,83,230,1000000,3800,5
2026-08-12T10:41:38Z,1695,1065,630,71,262,534,24,83,230,1000000,3800,5
2026-08-12T13:40:11Z,1695,1065,630,71,263,534,24,83,230,1000000,3800,9
2026-08-12T13:40:46Z,1695,1065,630,71,263,534,24,83,230,1000000,3800,9
2026-08-12T14:19:43Z,1695,1065,630,71,263,534,24,83,230,1000000,3800,9
2026-08-12T14:28:12Z,1695,1065,630,71,263,534,24,83,230,1000000,3800,9
2026-08-12T14:30:54Z,1695,1065,630,71,263,534,24,83,230,1000000,3800,9
2026-08-12T15:17:41Z,1695,1065,630,71,263,534,24,83,230,1000000,3800,9
2026-08-12T16:40:08Z,1695,1066,629,71,263,534,24,83,228,1000000,3800,16
2026-08-12T16:40:38Z,1695,1066,629,71,263,534,24,83,228,1000000,3800,16
2026-08-12T19:40:58Z,1689,1063,626,71,262,534,24,83,228,1000000,3800,18
2026-08-12T19:41:27Z,1689,1063,626,71,262,534,24,83,228,1000000,3800,18
2026-08-12T22:40:42Z,1692,1067,625,72,265,537,24,83,228,999997,3800,24
2026-08-12T22:41:12Z,1692,1067,625,72,265,537,24,83,228,999997,3800,24
2026-08-13T01:43:25Z,1690,1068,622,73,266,537,24,83,228,999998,3800,26
2026-08-13T01:43:56Z,1690,1068,622,73,266,537,24,83,228,999998,3800,26
2026-08-13T04:10:58Z,1690,1068,622,73,266,537,24,83,228,999998,3800,0
2026-08-13T04:23:30Z,1690,1068,622,73,266,537,24,83,228,999998,3800,0
2026-08-13T04:43:29Z,1692,1070,622,73,266,539,24,83,228,999748,3800,2
2026-08-13T04:44:00Z,1692,1070,622,73,266,539,24,83,228,999748,3800,2
2026-08-13T05:17:24Z,1692,1070,622,73,266,539,24,83,228,999748,3800,2
2026-08-13T05:21:34Z,1692,1070,622,73,266,539,24,83,228,999748,3800,2
2026-08-13T05:22:55Z,1692,1070,622,73,266,539,24,83,228,999748,3800,2
2026-08-13T05:24:05Z,1692,1070,622,73,266,539,24,83,228,999748,3800,2
2026-08-13T05:31:40Z,1692,1070,622,73,266,539,24,83,228,999748,3800,2
2026-08-13T05:33:44Z,1692,1070,622,73,266,539,24,83,228,999748,3800,2
2026-08-13T05:51:19Z,1692,1070,622,73,266,539,24,83,228,999748,3800,2
2026-08-13T06:06:49Z,1692,1070,622,73,266,539,24,83,228,999748,3800,2
2026-08-13T06:08:45Z,1692,1070,622,73,266,539,24,83,228,999748,3800,2
2026-08-13T07:40:03Z,1694,1071,623,73,266,539,24,83,228,999997,3800,4
2026-08-13T07:40:43Z,1694,1071,623,73,266,539,24,83,228,999997,3800,4
2026-08-13T10:43:18Z,1694,1071,623,73,266,539,24,83,228,999997,3800,4
2026-08-13T10:43:58Z,1694,1071,623,73,266,539,24,83,228,999997,3800,4
2026-08-13T13:40:37Z,1694,1072,622,73,266,539,24,84,228,999998,3800,5
2026-08-13T13:41:17Z,1694,1072,622,73,266,539,24,84,228,999998,3800,5
2026-08-13T16:40:34Z,1695,1074,621,73,264,538,24,84,227,1000000,3800,13
2026-08-13T16:41:15Z,1695,1074,621,73,264,538,24,84,227,1000000,3800,13
2026-08-13T19:44:08Z,1686,1069,617,73,264,536,24,84,226,1000000,3800,15
2026-08-13T19:44:50Z,1686,1069,617,73,264,536,24,84,226,1000000,3800,15
2026-08-13T22:41:59Z,1685,1069,616,73,263,536,23,83,225,1000000,3800,20
2026-08-13T22:42:38Z,1685,1069,616,73,263,536,23,83,225,1000000,3800,20
2026-08-14T01:43:58Z,1685,1070,615,73,263,537,22,83,225,1000000,3800,22
2026-08-14T01:44:37Z,1685,1070,615,73,263,537,22,83,225,1000000,3800,22
2026-08-14T04:42:30Z,1686,1072,614,73,264,538,22,83,225,1000000,3800,2
2026-08-14T04:43:10Z,1686,1072,614,73,264,538,22,83,225,1000000,3800,2
2026-08-14T07:40:22Z,1688,1073,615,73,264,538,22,83,226,1000000,3800,4
2026-08-14T07:41:05Z,1688,1073,615,73,264,538,22,83,226,1000000,3800,4
2026-08-14T10:40:18Z,1689,1074,615,73,265,539,22,83,226,1000000,3800,5
2026-08-14T10:40:57Z,1689,1074,615,73,265,539,22,83,226,1000000,3800,5
2026-08-14T13:40:26Z,1692,1077,615,73,266,543,22,83,226,999500,3800,9
2026-08-14T13:41:09Z,1692,1077,615,73,266,543,22,83,226,999500,3800,9
2026-08-14T16:43:30Z,1694,1074,620,73,266,542,22,84,228,999748,3800,16
2026-08-14T16:44:12Z,1694,1074,620,73,266,542,22,84,228,999748,3800,16
2026-08-14T18:25:34Z,1694,1074,620,73,266,542,22,84,228,999748,3800,16
2026-08-14T19:41:00Z,1686,1065,621,73,264,535,22,84,230,1000000,3800,20
2026-08-14T19:41:42Z,1686,1065,621,73,264,535,22,84,230,1000000,3800,20
2026-08-14T20:18:31Z,1686,1065,621,73,264,535,22,84,230,1000000,3800,20
2026-08-14T20:24:06Z,1686,1065,621,73,264,535,22,84,230,1000000,3800,20
2026-08-14T20:39:28Z,1686,1065,621,73,264,535,22,84,230,1000000,3800,20
2026-08-14T21:07:58Z,1686,1065,621,73,264,535,22,84,230,1000000,3800,20
2026-08-14T23:06:53Z,729,475,254,7,19,78,16,22,49,2199000,6550,50
2026-08-14T23:08:11Z,729,475,254,7,19,78,16,22,49,2199000,6550,50
2026-08-15T02:12:51Z,730,476,254,7,19,79,16,23,49,2197000,6550,51
2026-08-15T02:14:11Z,730,476,254,7,19,79,16,23,49,2197000,6550,51
